	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene																															
HLA-DQA1.4	0	2.269152769	0.931	0.181	0	Breg	HLA-DQA1																															
BASP1	0	2.265124506	0.824	0.116	0	GC B	BASP1																															
IL1A	0	2.261064076	0.291	0.005	0	Inflam Mac	IL1A																															
CYBB.3	0	2.259523961	0.804	0.071	0	IFN Mac	CYBB																															
SPI1.17	0	2.252688589	0.854	0.097	0	AXL_DC	SPI1																															
GZMA.7	0	2.251113151	0.711	0.157	0	Prolif T	GZMA																															
TIGIT.3	0	2.244667902	0.642	0.081	0	CD8+ TEX	TIGIT																															
MMP9.1	0	2.24215827	0.386	0.035	0	IFN Mac	MMP9																															
TYROBP.7	0	2.240933665	0.825	0.181	0	Inflam Mac	TYROBP																															
HLA-DQB1.3	1.32E-258	2.238111919	0.916	0.216	5.11E-254	GC B	HLA-DQB1																															
HLA-DRA.6	0	2.235652379	0.995	0.357	0	Breg	HLA-DRA																															
PLEK.20	0	2.235275858	0.81	0.099	0	AXL_DC	PLEK																															
CD37.24	0	2.231945572	0.924	0.299	0	Breg	CD37																															
HLA-DQB1.4	0	2.226167294	0.916	0.214	0	Breg	HLA-DQB1																															
HAVCR2.1	0	2.22044001	0.542	0.066	0	CD8+ TEX	HAVCR2																															
HLA-DRA.5	2.36E-217	2.214039373	0.983	0.359	9.11E-213	GC B	HLA-DRA																															
CD44.2	0	2.212620948	0.796	0.396	0	Inflam Mac	CD44																															
CD79A.6	0	2.206531203	0.68	0.045	0	IgG mature	CD79A																															
GSN.31	4.28E-109	2.206171394	0.572	0.301	1.65E-104	mQuiescDC	GSN																															
CD14.2	0	2.200496569	0.54	0.114	0	Inflam Mac	CD14																															
KLRD1	0	2.199254317	0.528	0.059	0	CD8+ TEX	KLRD1																															
TIMP1.13	0	2.195411213	0.907	0.417	0	Mono-like Mac	TIMP1																															
HLA-DRB1.10	0	2.194686698	0.969	0.356	0	Mono-like Mac	HLA-DRB1																															
BCL2A1.18	0	2.191465955	0.87	0.097	0	AXL_DC	BCL2A1																															
TIGIT.2	0	2.189856158	0.665	0.074	0	CD4+ TREG	TIGIT																															
TREM1.2	0	2.186661159	0.525	0.036	0	Inflam Mac	TREM1																															
IL4I1.3	0	2.183495987	0.699	0.047	0	IFN Mac	IL4I1																															
DAPP1.5	0	2.183439441	0.857	0.049	0	mRegDC	DAPP1																															
S100A8.2	0	2.181924859	0.827	0.114	0	Mono-like Mac	S100A8																															
CD2.9	0	2.181360532	0.877	0.202	0	CD8+ TEX	CD2																															
LAPTM5.22	1.70E-213	2.178511706	0.969	0.358	6.55E-209	GC B	LAPTM5																															
NFKBIA.14	1.20E-134	2.17542425	0.943	0.4	4.63E-130	AXL_DC	NFKBIA																															
SEC11C	2.97E-122	2.175382365	0.742	0.284	1.15E-117	Plasmablast	SEC11C																															
TYROBP.18	2.52E-239	2.165505119	0.633	0.182	9.74E-235	Neutrophils	TYROBP																															
TUBA1B.1	0	2.154456128	0.857	0.545	0	Prolif T	TUBA1B																															
TNFAIP2.8	0	2.151666318	0.746	0.093	0	mRegDC	TNFAIP2																															
IL7R.10	1.72E-210	2.151085698	0.79	0.163	6.63E-206	AXL_DC	IL7R																															
TNFAIP6	0	2.150962783	0.317	0.045	0	Inflam Mac	TNFAIP6																															
FKBP11.1	4.07E-154	2.146600058	0.69	0.182	1.57E-149	Plasmablast	FKBP11																															
CD79A.8	0	2.146555772	0.722	0.049	0	IgA mature	CD79A																															
HMGB2.2	2.95E-179	2.142316912	0.931	0.265	1.14E-174	Plasmablast	HMGB2																															
LIPA.6	0	2.141330074	0.701	0.151	0	LAM2	LIPA																															
MS4A6A.2	0	2.140910468	0.744	0.083	0	Mono-like Mac	MS4A6A																															
SPI1.3	0	2.13897119	0.798	0.091	0	Mono-like Mac	SPI1																															
GPR183.11	0	2.13887974	0.819	0.121	0	AXL_DC	GPR183																															
TNFAIP3.13	5.96E-287	2.13871638	0.633	0.222	2.30E-282	Inflam Mac	TNFAIP3																															
CD3D.4	0	2.138298178	0.914	0.23	0	CD4+ TH1	CD3D																															
RGS1.6	0	2.137237497	0.761	0.222	0	CD8+ TEX	RGS1																															
HLA-DMA.7	0	2.136959446	0.885	0.217	0	IFN Mac	HLA-DMA																															
CHI3L1	0	2.134499976	0.414	0.052	0	LAM2	CHI3L1																															
MZB1.5	0	2.132535459	0.413	0.057	0	IgA immature	MZB1																															
HMCES	0	2.130505075	0.749	0.101	0	GC B	HMCES																															
CD8B.2	0	2.128303907	0.626	0.069	0	CD8+ TEX	CD8B																															
SEC11C.3	0	2.125165559	0.818	0.281	0	IgA mature	SEC11C																															
REL.9	1.19E-214	2.124396274	0.876	0.226	4.59E-210	AXL_DC	REL																															
GNLY.3	0	2.121282057	0.4	0.082	0	Prolif T	GNLY																															
TNFSF13B.4	0	2.12036803	0.804	0.1	0	IFN Mac	TNFSF13B																															
HLA-DRB1.30	0	2.116849687	0.968	0.36	0	mRegDC	HLA-DRB1																															
CD1C.1	0	2.111583146	0.635	0.012	0	AXL_DC	CD1C																															
CTSL.8	0	2.111047609	0.81	0.219	0	LAM2	CTSL																															
PLAUR.2	0	2.107444843	0.754	0.145	0	Mono-like Mac	PLAUR																															
UBE2J1.1	1.02E-203	2.106693373	0.82	0.213	3.93E-199	Plasmablast	UBE2J1																															
FKBP11.2	0	2.104441997	0.71	0.176	0	IgG mature	FKBP11																															
BASP1.8	0	2.103955974	0.768	0.115	0	mRegDC	BASP1																															
CORO1A.22	9.78E-221	2.101351098	0.969	0.34	3.78E-216	GC B	CORO1A																															
TYMP.17	5.93E-177	2.100117881	0.933	0.342	2.29E-172	AXL_DC	TYMP																															
IGHA1.4	0	2.099947343	0.431	0.117	0	IgG mature	IGHA1																															
DUSP4.1	0	2.094660617	0.694	0.149	0	CD4+ TH1	DUSP4																															
CD68.3	0	2.087838825	0.693	0.156	0	Inflam Mac	CD68																															
POU2AF1.2	0	2.086895371	0.768	0.028	0	GC B	POU2AF1																															
CDKN1A.6	1.02E-204	2.083132941	0.838	0.195	3.96E-200	AXL_DC	CDKN1A																															
GPX1	0	2.083028619	0.567	0.236	0	Mono-like Mac	GPX1																															
CD27.3	0	2.082229383	0.722	0.127	0	CD4+ TREG	CD27																															
DERL3	0	2.081867906	0.667	0.055	0	Plasmablast	DERL3																															
TYROBP.25	0	2.081588356	0.73	0.182	0	mQuiescDC	TYROBP																															
LPL	0	2.078827128	0.594	0.026	0	LAM2	LPL																															
NCF1.3	0	2.077431697	0.863	0.138	0	GC B	NCF1																															
CD53.17	6.40E-254	2.076290237	0.922	0.236	2.47E-249	GC B	CD53																															
TMEM176B.4	0	2.068628572	0.835	0.194	0	IFN Mac	TMEM176B																															
HLA-DPB1.9	0	2.067940253	0.934	0.344	0	Mono-like Mac	HLA-DPB1																															
UCP2.5	1.18E-231	2.067319723	0.905	0.254	4.55E-227	GC B	UCP2																															
KIF2A	0	2.065463282	0.827	0.155	0	mRegDC	KIF2A																															
LIMD2.21	7.76E-227	2.064297115	0.944	0.289	3.00E-222	GC B	LIMD2																															
BCAS4.1	0	2.062420384	0.799	0.071	0	GC B	BCAS4																															
HLA-DPB1.5	0	2.059856236	0.978	0.346	0	Breg	HLA-DPB1																															
IER3.2	0	2.059440873	0.773	0.211	0	Mono-like Mac	IER3																															
HLA-DRB5.24	0	2.058101898	0.837	0.221	0	mRegDC	HLA-DRB5																															
SPI1.12	0	2.055812003	0.841	0.095	0	LAM2	SPI1																															
CXCL16.15	0	2.054972228	0.867	0.133	0	AXL_DC	CXCL16																															
SAMSN1.15	0	2.053122978	0.89	0.139	0	mRegDC	SAMSN1																															
LAG3	0	2.053097021	0.494	0.082	0	CD4+ TH1	LAG3																															
CTSC.5	0	2.051979266	0.859	0.319	0	IFN Mac	CTSC																															
GGA2	0	2.050250914	0.838	0.12	0	GC B	GGA2																															
SAT1.5	0	2.04636115	0.955	0.561	0	IFN Mac	SAT1																															
HLA-DPA1.5	0	2.043631965	0.978	0.352	0	Breg	HLA-DPA1																															
CD7.5	0	2.043263384	0.776	0.195	0	CD4+ TREG	CD7																															
KLRB1	0	2.043008567	0.568	0.083	0	CD4+ TFH	KLRB1																															
ALOX5AP.6	0	2.039326122	0.731	0.215	0	CD8+ TEX	ALOX5AP																															
C1orf162.3	0	2.036104631	0.789	0.11	0	Mono-like Mac	C1orf162																															
TNFRSF4.1	0	2.036097799	0.563	0.073	0	CD4+ TH1	TNFRSF4																															
GRN.15	0	2.034743042	0.893	0.355	0	IFN Mac	GRN																															
IGLL5	0	2.034359413	0.441	0.015	0	Plasmablast	IGLL5																															
FCGR3A.4	0	2.026436505	0.727	0.081	0	IFN Mac	FCGR3A																															
HLA-DMA.3	1.64E-261	2.025262381	0.913	0.218	6.33E-257	GC B	HLA-DMA																															
FABP5.7	0	2.025244859	0.909	0.27	0	LAM2	FABP5																															
NINJ1	1.27E-268	2.025204341	0.603	0.232	4.91E-264	Inflam Mac	NINJ1																															
CTSZ.1	0	2.024746269	0.808	0.216	0	IFN Mac	CTSZ																															
UBE2J1	4.64E-275	2.019871146	0.874	0.213	1.79E-270	GC B	UBE2J1																															
SRGN.38	8.80E-146	2.018260078	0.971	0.422	3.40E-141	AXL_DC	SRGN																															
CTSH.7	0	2.017092269	0.858	0.23	0	IFN Mac	CTSH																															
CAPG.13	0	2.011733661	0.914	0.285	0	LAM2	CAPG																															
NR3C1	0	2.006839644	0.741	0.243	0	CD4+ TFH	NR3C1																															
SPOCK2.4	0	2.006769771	0.709	0.135	0	CD4+ TREG	SPOCK2																															
LILRB4.2	0	2.00373437	0.722	0.057	0	IFN Mac	LILRB4																															
RGCC.1	0	2.002961642	0.712	0.166	0	LAM2	RGCC																															
SAT1.18	2.41E-119	2.002685683	0.981	0.562	9.30E-115	AXL_DC	SAT1																															
RGS1.3	0	2.000090206	0.771	0.234	0	CD4+ TH1	RGS1																															
ID2.2	0	1.998870594	0.751	0.288	0	CD8+ TEX	ID2																															
CD74.9	3.03E-159	1.994466359	0.997	0.618	1.17E-154	GC B	CD74																															
SRGN.5	0	1.994146365	0.954	0.418	0	CD4+ TFH	SRGN																															
GK.1	0	1.992264092	0.475	0.081	0	Inflam Mac	GK																															
TNFRSF4	0	1.990184383	0.596	0.07	0	CD4+ TFH	TNFRSF4																															
IER3.12	8.38E-132	1.99004044	0.743	0.216	3.24E-127	AXL_DC	IER3																															
CD19.4	0	1.989441421	0.576	0.016	0	Breg	CD19																															
POU2F2.3	0	1.988385552	0.768	0.083	0	GC B	POU2F2																															
TUBB	0	1.98404981	0.849	0.571	0	Prolif T	TUBB																															
CD86.18	0	1.983896953	0.729	0.055	0	mRegDC	CD86																															
POU2AF1.4	0	1.983612093	0.778	0.028	0	Plasmablast	POU2AF1																															
VAMP5.2	0	1.983521103	0.815	0.256	0	IFN Mac	VAMP5																															
GRSF1	0	1.983476891	0.87	0.213	0	mRegDC	GRSF1																															
SAT1.3	0	1.981353307	0.983	0.559	0	Mono-like Mac	SAT1																															
RP11-231C14.7	0	1.98127022	0.659	0.005	0	GC B	RP11-231C14.7																															
PIM2	0	1.977739804	0.562	0.091	0	CD4+ TREG	PIM2																															
HBEGF.1	0	1.971513239	0.385	0.049	0	Inflam Mac	HBEGF																															
TREM2.7	0	1.971380974	0.676	0.048	0	LAM2	TREM2																															
HLA-DPA1.8	0	1.969574964	0.936	0.35	0	Mono-like Mac	HLA-DPA1																															
APOC1.7	0	1.968178566	0.876	0.231	0	LAM2	APOC1																															
CTSB.15	4.31E-268	1.965257827	0.789	0.44	1.67E-263	Inflam Mac	CTSB																															
CD79A.7	0	1.964076414	0.791	0.051	0	IgG immature	CD79A																															
HIST1H1E	0	1.963837603	0.375	0.1	0	Prolif T	HIST1H1E																															
SRGN.23	0	1.963050213	0.966	0.418	0	Mono-like Mac	SRGN																															
GSN.32	0	1.961707694	0.935	0.3	0	mRegDC	GSN																															
NMB	0	1.957266263	0.346	0.072	0	CD4+ TFH	NMB																															
TNFRSF13B.2	0	1.954935908	0.538	0.011	0	Breg	TNFRSF13B																															
CTSZ.8	0	1.954903282	0.823	0.216	0	LAM2	CTSZ																															
HLA-DMA.19	3.22E-244	1.954770911	0.927	0.219	1.25E-239	AXL_DC	HLA-DMA																															
TRAC.5	0	1.952996738	0.714	0.17	0	CD4+ TREG	TRAC																															
CD79B.4	0	1.952183097	0.653	0.062	0	Breg	CD79B																															
SDF2L1	2.16E-129	1.950028834	0.745	0.265	8.36E-125	Plasmablast	SDF2L1																															
CLEC10A.3	0	1.949828495	0.651	0.021	0	AXL_DC	CLEC10A																															
FCRLA.2	0	1.949570652	0.676	0.019	0	GC B	FCRLA																															
UBE2C	0	1.948662731	0.554	0.066	0	Prolif T	UBE2C																															
GZMB	0	1.942596684	0.481	0.104	0	CD4+ TH1	GZMB																															
SEL1L3	0	1.942412261	0.774	0.075	0	GC B	SEL1L3																															
NUSAP1	0	1.941603318	0.58	0.048	0	Prolif T	NUSAP1																															
TRAF1.2	0	1.940891012	0.749	0.061	0	mRegDC	TRAF1																															
PNRC1.10	2.86E-211	1.939657636	0.902	0.474	1.10E-206	mRegDC	PNRC1																															
CD86.15	0	1.930145051	0.797	0.055	0	AXL_DC	CD86																															
IFI30.2	0	1.929160522	0.646	0.071	0	Mono-like Mac	IFI30																															
CST3.31	0	1.927860093	0.973	0.509	0	IFN Mac	CST3																															
IDO1	0	1.927594718	0.424	0.019	0	IFN Mac	IDO1																															
LTB.16	0	1.926144966	0.845	0.202	0	Breg	LTB																															
MYDGF	2.90E-90	1.922118358	0.732	0.362	1.12E-85	Plasmablast	MYDGF																															
TRBC2.9	0	1.919161415	0.689	0.177	0	CD8+ TEX	TRBC2																															
HLA-DRB5.6	0	1.917789326	0.798	0.217	0	Mono-like Mac	HLA-DRB5																															
SOCS3.2	1.41E-266	1.916359907	0.546	0.18	5.45E-262	Inflam Mac	SOCS3																															
CTSH.19	7.96E-224	1.914716569	0.905	0.231	3.08E-219	AXL_DC	CTSH																															
STAG3.1	0	1.912806449	0.668	0.03	0	GC B	STAG3																															
ITM2A	0	1.910894968	0.723	0.162	0	CD4+ TFH	ITM2A																															
CD40.1	0	1.903183709	0.712	0.096	0	GC B	CD40																															
BCL2A1.4	0	1.901872827	0.666	0.093	0	Mono-like Mac	BCL2A1																															
TIGIT.1	0	1.900711939	0.607	0.094	0	CD4+ TH1	TIGIT																															
LAP3.2	0	1.899801394	0.865	0.254	0	IFN Mac	LAP3																															
FBP1	0	1.896058874	0.528	0.092	0	Mono-like Mac	FBP1																															
CTLA4.1	0	1.895543858	0.538	0.055	0	CD4+ TH1	CTLA4																															
TRBC1.8	0	1.891460658	0.516	0.133	0	CD8+ TEX	TRBC1																															
TYMS	0	1.888232656	0.549	0.063	0	Prolif T	TYMS																															
HLA-DMB.6	0	1.887805342	0.775	0.116	0	IFN Mac	HLA-DMB																															
MRC1.7	0	1.887340253	0.562	0.041	0	AXL_DC	MRC1																															
TRAC.4	0	1.886318223	0.749	0.188	0	CD4+ TH1	TRAC																															
IGLV3-1	0	1.885597849	0.34	0.018	0	Plasmablast	IGLV3-1																															
NFKBIZ.3	7.21E-145	1.884768034	0.459	0.191	2.79E-140	Inflam Mac	NFKBIZ																															
SRGN.6	0	1.882920168	0.939	0.421	0	CD4+ TH1	SRGN																															
CST3.30	0	1.878206682	0.984	0.507	0	Mono-like Mac	CST3																															
POU2F2.4	0	1.87799325	0.614	0.081	0	Breg	POU2F2																															
CD7.4	0	1.874495567	0.718	0.214	0	CD4+ TH1	CD7																															
BCL2A1.21	0	1.874383235	0.665	0.097	0	mRegDC	BCL2A1																															
ICAM1.1	0	1.874071092	0.477	0.109	0	Inflam Mac	ICAM1																															
MMP19	0	1.873841958	0.361	0.041	0	Inflam Mac	MMP19																															
LYZ.19	1.27E-109	1.873598367	0.435	0.151	4.93E-105	mQuiescDC	LYZ																															
TYROBP.26	0	1.873520053	0.946	0.182	0	mRegDC	TYROBP																															
CD3E.9	0	1.872646813	0.845	0.219	0	CD8+ TEX	CD3E																															
